rank;number;rarety_type;ultra_type;fr_name;en_name;super_type;energy;pokedex_number;artist;fr_url;us_url;list
1;1;Rare Holo;;Joliflor;Bellossom;Pokémon;Grass;182;Mitsuhiro Arita;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/HGSS3/HGSS3_FR_1.png;https://images.pokemontcg.io/hgss3/1.png;hgss3
2;2;Rare Holo;;Mentali;Espeon;Pokémon;Psychic;196;match;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/HGSS3/HGSS3_FR_2.png;https://images.pokemontcg.io/hgss3/2.png;hgss3
3;3;Rare Holo;;Foretress;Forretress;Pokémon;Metal;205;Kyoko Umemoto;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/HGSS3/HGSS3_FR_3.png;https://images.pokemontcg.io/hgss3/3.png;hgss3
4;4;Rare Holo;;Scorvol;Gliscor;Pokémon;Fighting;472;Naoki Saito;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/HGSS3/HGSS3_FR_4.png;https://images.pokemontcg.io/hgss3/4.png;hgss3
5;5;Rare Holo;;Démolosse;Houndoom;Pokémon;Darkness;229;Kagemaru Himeno;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/HGSS3/HGSS3_FR_5.png;https://images.pokemontcg.io/hgss3/5.png;hgss3
6;6;Rare Holo;;Volcaropod;Magcargo;Pokémon;Fire;219;Yuka Morii;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/HGSS3/HGSS3_FR_6.png;https://images.pokemontcg.io/hgss3/6.png;hgss3
7;7;Rare Holo;;Cizayox;Scizor;Pokémon;Metal;212;Kent Kanetsuna/Direc. Shinji Higuchi;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/HGSS3/HGSS3_FR_7.png;https://images.pokemontcg.io/hgss3/7.png;hgss3
8;8;Rare Holo;;Queulorior;Smeargle;Pokémon;Colorless;235;Midori Harada;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/HGSS3/HGSS3_FR_8.png;https://images.pokemontcg.io/hgss3/8.png;hgss3
9;9;Rare Holo;;Togekiss;Togekiss;Pokémon;Colorless;468;Atsuko Nishida;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/HGSS3/HGSS3_FR_9.png;https://images.pokemontcg.io/hgss3/9.png;hgss3
10;10;Rare Holo;;Noctali;Umbreon;Pokémon;Darkness;197;Mitsuhiro Arita;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/HGSS3/HGSS3_FR_10.png;https://images.pokemontcg.io/hgss3/10.png;hgss3
11;11;Rare;;Dodrio;Dodrio;Pokémon;Colorless;85;Yukiko Baba;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/HGSS3/HGSS3_FR_11.png;https://images.pokemontcg.io/hgss3/11.png;hgss3
12;12;Rare;;Grodrive;Drifblim;Pokémon;Psychic;426;Kagemaru Himeno;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/HGSS3/HGSS3_FR_12.png;https://images.pokemontcg.io/hgss3/12.png;hgss3
13;13;Rare;;Foretress;Forretress;Pokémon;Metal;205;Kagemaru Himeno;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/HGSS3/HGSS3_FR_13.png;https://images.pokemontcg.io/hgss3/13.png;hgss3
14;14;Rare;;Hariyama;Hariyama;Pokémon;Fighting;297;Tomokazu Komiya;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/HGSS3/HGSS3_FR_14.png;https://images.pokemontcg.io/hgss3/14.png;hgss3
15;15;Rare;;Corboss;Honchkrow;Pokémon;Darkness;430;kawayoo;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/HGSS3/HGSS3_FR_15.png;https://images.pokemontcg.io/hgss3/15.png;hgss3
16;16;Rare;;Corboss;Honchkrow;Pokémon;Darkness;430;Masakazu Fukuda;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/HGSS3/HGSS3_FR_16.png;https://images.pokemontcg.io/hgss3/16.png;hgss3
17;17;Rare;;Phyllali;Leafeon;Pokémon;Grass;470;Noriko Hotta;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/HGSS3/HGSS3_FR_17.png;https://images.pokemontcg.io/hgss3/17.png;hgss3
