rank;number;rarety_type;ultra_type;fr_name;en_name;super_type;energy;pokedex_number;artist;fr_url;us_url;list
1;1;Ultra;V;Papilusion-V;Butterfree V;Pokémon;Grass;12;Saki Hayashiro;https://www.pokepedia.fr/images/thumb/0/0c/Carte_Épée_et_Bouclier_Ténèbres_Embrasées_001.png/431px-Carte_Épée_et_Bouclier_Ténèbres_Embrasées_001.png;https://images.pokemontcg.io/swsh3/1_hires.png;swsh3
2;2;Ultra;VMAX;Papilusion-VMAX;Butterfree VMAX;Pokémon;Grass;12;aky CG Works;https://www.pokepedia.fr/images/thumb/3/3c/Carte_Épée_et_Bouclier_Ténèbres_Embrasées_002.png/431px-Carte_Épée_et_Bouclier_Ténèbres_Embrasées_002.png;https://images.pokemontcg.io/swsh3/2_hires.png;swsh3
3;3;Common;;Paras;Paras;Pokémon;Grass;46;Atsuko Nishida;https://www.pokepedia.fr/images/thumb/1/14/Carte_Épée_et_Bouclier_Ténèbres_Embrasées_003.png/431px-Carte_Épée_et_Bouclier_Ténèbres_Embrasées_003.png;https://images.pokemontcg.io/swsh3/3_hires.png;swsh3
4;4;Uncommon;;Parasect;Parasect;Pokémon;Grass;47;Miki Tanaka;https://www.pokepedia.fr/images/thumb/5/5e/Carte_Épée_et_Bouclier_Ténèbres_Embrasées_004.png/431px-Carte_Épée_et_Bouclier_Ténèbres_Embrasées_004.png;https://images.pokemontcg.io/swsh3/4_hires.png;swsh3
5;5;Uncommon;;Vortente;Carnivine;Pokémon;Grass;455;Masakazu Fukuda;https://www.pokepedia.fr/images/thumb/5/59/Carte_Épée_et_Bouclier_Ténèbres_Embrasées_005.png/431px-Carte_Épée_et_Bouclier_Ténèbres_Embrasées_005.png;https://images.pokemontcg.io/swsh3/5_hires.png;swsh3
6;6;Common;;Feuillajou;Pansage;Pokémon;Grass;511;Mina Nakai;https://www.pokepedia.fr/images/thumb/e/ed/Carte_Épée_et_Bouclier_Ténèbres_Embrasées_006.png/431px-Carte_Épée_et_Bouclier_Ténèbres_Embrasées_006.png;https://images.pokemontcg.io/swsh3/6_hires.png;swsh3
7;7;Uncommon;;Feuiloutan;Simisage;Pokémon;Grass;512;Hasegawa Saki;https://www.pokepedia.fr/images/thumb/c/c5/Carte_Épée_et_Bouclier_Ténèbres_Embrasées_007.png/431px-Carte_Épée_et_Bouclier_Ténèbres_Embrasées_007.png;https://images.pokemontcg.io/swsh3/7_hires.png;swsh3
8;8;Common;;Carabing;Karrablast;Pokémon;Grass;588;Mizue;https://www.pokepedia.fr/images/thumb/d/d0/Carte_Épée_et_Bouclier_Ténèbres_Embrasées_008.png/431px-Carte_Épée_et_Bouclier_Ténèbres_Embrasées_008.png;https://images.pokemontcg.io/swsh3/8_hires.png;swsh3
9;9;Common;;Escargaume;Shelmet;Pokémon;Grass;616;Megumi Mizutani;https://www.pokepedia.fr/images/thumb/d/da/Carte_Épée_et_Bouclier_Ténèbres_Embrasées_009.png/431px-Carte_Épée_et_Bouclier_Ténèbres_Embrasées_009.png;https://images.pokemontcg.io/swsh3/9_hires.png;swsh3
10;10;Rare;;Limaspeed;Accelgor;Pokémon;Grass;617;Shigenori Negishi;https://www.pokepedia.fr/images/thumb/2/26/Carte_Épée_et_Bouclier_Ténèbres_Embrasées_010.png/431px-Carte_Épée_et_Bouclier_Ténèbres_Embrasées_010.png;https://images.pokemontcg.io/swsh3/10_hires.png;swsh3
