rank;number;rarety_type;ultra_type;fr_name;en_name;super_type;energy;pokedex_number;artist;fr_url;us_url;list
1;1;Common;;Chenipan;Caterpie;Pokémon;Grass;10;Uta;https://www.pokepedia.fr/images/thumb/5/5c/Carte_Épée_et_Bouclier_Clash_des_Rebelles_001.png/431px-Carte_Épée_et_Bouclier_Clash_des_Rebelles_001.png;https://images.pokemontcg.io/swsh2/1_hires.png;swsh2
2;2;Uncommon;;Chrysacier;Metapod;Pokémon;Grass;11;Asako Ito;https://www.pokepedia.fr/images/thumb/b/b9/Carte_Épée_et_Bouclier_Clash_des_Rebelles_002.png/431px-Carte_Épée_et_Bouclier_Clash_des_Rebelles_002.png;https://images.pokemontcg.io/swsh2/2_hires.png;swsh2
3;3;Rare;;Papilusion;Butterfree;Pokémon;Grass;12;Taira Akitsu;https://www.pokepedia.fr/images/thumb/d/d8/Carte_Épée_et_Bouclier_Clash_des_Rebelles_003.png/431px-Carte_Épée_et_Bouclier_Clash_des_Rebelles_003.png;https://images.pokemontcg.io/swsh2/3_hires.png;swsh2
4;4;Common;;Insécateur;Scyther;Pokémon;Grass;123;KEIICHIRO ITO;https://www.pokepedia.fr/images/thumb/7/7b/Carte_Épée_et_Bouclier_Clash_des_Rebelles_004.png/431px-Carte_Épée_et_Bouclier_Clash_des_Rebelles_004.png;https://images.pokemontcg.io/swsh2/4_hires.png;swsh2
5;5;Uncommon;;Caratroc;Shuckle;Pokémon;Grass;213;HYOGONOSUKE;https://www.pokepedia.fr/images/thumb/a/a9/Carte_Épée_et_Bouclier_Clash_des_Rebelles_005.png/431px-Carte_Épée_et_Bouclier_Clash_des_Rebelles_005.png;https://images.pokemontcg.io/swsh2/5_hires.png;swsh2
6;6;Uncommon;;Scarhino;Heracross;Pokémon;Grass;214;otumami;https://www.pokepedia.fr/images/thumb/1/13/Carte_Épée_et_Bouclier_Clash_des_Rebelles_006.png/431px-Carte_Épée_et_Bouclier_Clash_des_Rebelles_006.png;https://images.pokemontcg.io/swsh2/6_hires.png;swsh2
7;7;Common;;Nenupiot;Lotad;Pokémon;Grass;270;Sumiyoshi Kizuki;https://www.pokepedia.fr/images/thumb/0/0e/Carte_Épée_et_Bouclier_Clash_des_Rebelles_007.png/431px-Carte_Épée_et_Bouclier_Clash_des_Rebelles_007.png;https://images.pokemontcg.io/swsh2/7_hires.png;swsh2
8;8;Uncommon;;Lombre;Lombre;Pokémon;Grass;271;Miki Tanaka;https://www.pokepedia.fr/images/thumb/b/b0/Carte_Épée_et_Bouclier_Clash_des_Rebelles_008.png/431px-Carte_Épée_et_Bouclier_Clash_des_Rebelles_008.png;https://images.pokemontcg.io/swsh2/8_hires.png;swsh2
9;9;Rare;;Ludicolo;Ludicolo;Pokémon;Grass;272;Masakazu Fukuda;https://www.pokepedia.fr/images/thumb/6/6e/Carte_Épée_et_Bouclier_Clash_des_Rebelles_009.png/431px-Carte_Épée_et_Bouclier_Clash_des_Rebelles_009.png;https://images.pokemontcg.io/swsh2/9_hires.png;swsh2
10;10;Common;;Arakdo;Surskit;Pokémon;Grass;283;Masakazu Fukuda;https://www.pokepedia.fr/images/thumb/6/69/Carte_Épée_et_Bouclier_Clash_des_Rebelles_010.png/431px-Carte_Épée_et_Bouclier_Clash_des_Rebelles_010.png;https://images.pokemontcg.io/swsh2/10_hires.png;swsh2
11;11;Uncommon;;Maskadra;Masquerain;Pokémon;Grass;284;chibi;https://www.pokepedia.fr/images/thumb/3/34/Carte_Épée_et_Bouclier_Clash_des_Rebelles_011.png/431px-Carte_Épée_et_Bouclier_Clash_des_Rebelles_011.png;https://images.pokemontcg.io/swsh2/11_hires.png;swsh2
12;12;Common;;Blizzi;Snover;Pokémon;Grass;459;Shibuzoh.;https://www.pokepedia.fr/images/thumb/e/e4/Carte_Épée_et_Bouclier_Clash_des_Rebelles_012.png/431px-Carte_Épée_et_Bouclier_Clash_des_Rebelles_012.png;https://images.pokemontcg.io/swsh2/12_hires.png;swsh2
13;13;Rare;;Blizzaroi;Abomasnow;Pokémon;Grass;460;Kazuma Koda;https://www.pokepedia.fr/images/thumb/c/cf/Carte_Épée_et_Bouclier_Clash_des_Rebelles_013.png/431px-Carte_Épée_et_Bouclier_Clash_des_Rebelles_013.png;https://images.pokemontcg.io/swsh2/13_hires.png;swsh2
14;14;Common;;Brocélôme;Phantump;Pokémon;Grass;708;sui;https://www.pokepedia.fr/images/thumb/8/84/Carte_Épée_et_Bouclier_Clash_des_Rebelles_014.png/431px-Carte_Épée_et_Bouclier_Clash_des_Rebelles_014.png;https://images.pokemontcg.io/swsh2/14_hires.png;swsh2
15;15;Rare;;Désséliande;Trevenant;Pokémon;Grass;709;kawayoo;https://www.pokepedia.fr/images/thumb/9/9b/Carte_Épée_et_Bouclier_Clash_des_Rebelles_015.png/431px-Carte_Épée_et_Bouclier_Clash_des_Rebelles_015.png;https://images.pokemontcg.io/swsh2/15_hires.png;swsh2
