rank;number;rarety_type;ultra_type;fr_name;en_name;jap_name;super_type;energy;pokedex_number;artist;jap_url;list
1;1;Common;;Chétiflor;Bellsprout;マダツボミ;Pokémon;Grass;69;Midori Harada;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1477881.jpg;ex11
2;2;Uncommon;;Boustiflor;Weepinbell;ウツドン;Pokémon;Grass;70;Katsura Tabata;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1477882.jpg;ex11
3;3;Rare Holo;;Empiflor;Victreebel;ウツボット;Pokémon;Grass;71;Sumiyoshi Kizuki;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1477883.jpg;ex11
4;4;Common;;Tadmorv;Grimer;ベトベター;Pokémon;Grass;88;Tomokazu Komiya;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1477884.jpg;ex11
5;5;Rare Holo;;Grotadmorv;Muk;ベトベトン;Pokémon;Grass;89;Midori Harada;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1477885.jpg;ex11
6;6;Uncommon;;Saquedeneu;Tangela;モンジャラ;Pokémon;Grass;114;Aya Kusube;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1477800.jpg;ex11
7;7;Rare;;Scarabrute;Pinsir;カイロス;Pokémon;Grass;127;Mitsuhiro Arita;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1477887.jpg;ex11
8;8;Common;;Chenipotte;Wurmple;ケムッソ;Pokémon;Grass;265;Yukiko Baba;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1477888.jpg;ex11
9;9;Uncommon;;Blindalys;Cascoon;マユルド;Pokémon;Grass;268;Sachiko Adachi;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1477889.jpg;ex11
10;10;Ultra;ex;Papinox ex;Dustox ex;ドクケイルex;Pokémon;Grass;269;Mitsuhiro Arita;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1477890.jpg;ex11
11;11;Common;;Grainipiot;Seedot;タネボー;Pokémon;Grass;273;Yuka Morii;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1477891.jpg;ex11
12;12;Uncommon;;Roselia;Roselia;ロゼリア;Pokémon;Grass;315;Kagemaru Himeno;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1477892.jpg;ex11
13;13;Common;;Lilia;Lileep;リリーラ;Pokémon;Grass;345;Atsuko Nishida;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1477893.jpg;ex11
14;14;Rare Holo;;Vacilys;Cradily;ユレイドル;Pokémon;Grass;346;Hajime Kusajima;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1477894.jpg;ex11
15;15;Common;;Caninos;Growlithe;ガーディ;Pokémon;Fire;58;Kanako Eo;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1477895.jpg;ex11
16;16;Ultra;ex;Arcanin ex;Arcanine ex;ウインディex;Pokémon;Fire;59;Hikaru Koike;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/753180/016.jpg?1501970493;ex11
17;17;Rare;;Magmar;Magmar;ブーバー;Pokémon;Fire;126;Sumiyoshi Kizuki;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1477897.jpg;ex11
18;18;Common;;Magby;Magby;ブビィ;Pokémon;Fire;240;Yuka Morii;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1477898.jpg;ex11
19;19;Rare;;Chartor;Torkoal;コータス;Pokémon;Fire;324;Atsuko Nishida;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1477899.jpg;ex11
20;20;Common;;Tentacool;Tentacool;メノクラゲ;Pokémon;Water;72;Tomoaki Imakuni;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1477900.jpg;ex11
21;21;Uncommon;;Tentacruel;Tentacruel;ドククラゲ;Pokémon;Water;73;Kagemaru Himeno;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1477901.jpg;ex11
22;22;Rare Holo;;Lokhlass;Lapras;ラプラス;Pokémon;Water;131;Kagemaru Himeno;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1477902.jpg;ex11
23;23;Common;;Amonita;Omanyte;オムナイト;Pokémon;Water;138;Kenkichi Toyama;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1477903.jpg;ex11
24;24;Rare;;Amonistar;Omastar;オムスター;Pokémon;Water;139;Mitsuhiro Arita;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1477818.jpg;ex11
25;25;Common;;Wailmer;Wailmer;ホエルコ;Pokémon;Water;320;Sumiyoshi Kizuki;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1477905.jpg;ex11
26;26;Rare Holo;;Wailord;Wailord;ホエルオー;Pokémon;Water;321;Kouki Saitou;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1477820.jpg;ex11
27;27;Common;;Obalie;Spheal;タマザラシ;Pokémon;Water;363;Miki Tanaka;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1477907.jpg;ex11
28;28;Uncommon;;Phogleur;Sealeo;トドグラー;Pokémon;Water;364;Midori Harada;https://res.cloudinary.com/dkhwpritu/image/upload/v1587844300/modifs/Capture_d_e%CC%81cran_2020-04-25_a%CC%80_21.49.30.png;ex11
29;29;Ultra;ex;Kaimorse ex;Walrein ex;トドゼルガex;Pokémon;Water;365;Kimiya Masago;https://res.cloudinary.com/dkhwpritu/image/upload/v1557074131/modifs/Capture_d_e%CC%81cran_2019-05-05_a%CC%80_18.21.21.png;ex11
30;30;Common;;Coquiperl;Clamperl;パールル;Pokémon;Water;366;Sachiko Adachi;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1477910.jpg;ex11
31;31;Rare;;Serpang;Huntail;ハンテール;Pokémon;Water;367;Midori Harada;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1477911.jpg;ex11
32;32;Rare;;Rosabyss;Gorebyss;サクラビス;Pokémon;Water;368;Atsuko Nishida;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1477912.jpg;ex11
33;33;Ultra;Star;Regice;Regice;レジアイス☆;Pokémon;Water;378;Masakazu Fukuda;https://res.cloudinary.com/dkhwpritu/image/upload/v1557074118/modifs/Capture_d_e%CC%81cran_2019-05-05_a%CC%80_18.23.01.png;ex11
34;34;Common;;Magneti;Magnemite;コイル;Pokémon;Lightning;81;Hiroki Fuchino;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1477914.jpg;ex11
