rank;number;rarety_type;ultra_type;fr_name;en_name;jap_name;super_type;energy;pokedex_number;artist;jap_url;list
1;1;Common;;Chenipan;Caterpie;キャタピー;Pokémon;Grass;10;Atsuko Nishida;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471900.jpg;ex6
2;2;Uncommon;;Chrysacier;Metapod;トランセル;Pokémon;Grass;11;Atsuko Nishida;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471959.jpg;ex6
3;3;Rare Holo;;Papilusion;Butterfree;バタフリー;Pokémon;Grass;12;Atsuko Nishida;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1477591.jpg;ex6
4;4;Common;;Aspicot;Weedle;ビードル;Pokémon;Grass;13;Hajime Kusajima;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471901.jpg;ex6
5;5;Uncommon;;Coconfort;Kakuna;コクーン;Pokémon;Grass;14;Hajime Kusajima;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471902.jpg;ex6
6;6;Rare Holo;;Dardargnan;Beedrill;スピアー;Pokémon;Grass;15;Hajime Kusajima;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1477592.jpg;ex6
7;7;Common;;Nidoran F;Nidoran♀;ニドラン♀;Pokémon;Grass;29;Naoyo Kimura;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471903.jpg;ex6
8;8;Rare;;Nidorina;Nidorina;ニドリーナ;Pokémon;Grass;30;Naoyo Kimura;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/748216/008.jpg?1496334190;ex6
9;9;Common;;Nidoran M;Nidoran♂;ニドラン♂;Pokémon;Grass;32;Hisao Nakamura;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471904.jpg;ex6
10;10;Rare;;Nidorino;Nidorino;ニドリーノ;Pokémon;Grass;33;Hisao Nakamura;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471905.jpg;ex6
11;11;Common;;Paras;Paras;パラス;Pokémon;Grass;46;Yuka Morii;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471906.jpg;ex6
12;12;Rare;;Parasect;Parasect;パラセクト;Pokémon;Grass;47;Yuka Morii;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471907.jpg;ex6
13;13;Uncommon;;Mimitoss;Venonat;コンパン;Pokémon;Grass;48;Kagemaru Himeno;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471908.jpg;ex6
14;14;Rare;;Aéromite;Venomoth;モルフォン;Pokémon;Grass;49;Kagemaru Himeno;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471968.jpg;ex6
15;15;Common;;Chétiflor;Bellsprout;マダツボミ;Pokémon;Grass;69;Tomokazu Komiya;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471909.jpg;ex6
16;16;Rare;;Boustiflor;Weepinbell;ウツドン;Pokémon;Grass;70;Tomokazu Komiya;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471910.jpg;ex6
17;17;Rare Holo;;Empiflor;Victreebel;ウツボット;Pokémon;Grass;71;Tomokazu Komiya;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1477594.jpg;ex6
18;18;Rare;;Saquedeneu;Tangela;モンジャラ;Pokémon;Grass;114;Yuka Morii;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471911.jpg;ex6
19;19;Rare;;Insécateur;Scyther;ストライク;Pokémon;Grass;123;Kouki Saitou;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471972.jpg;ex6
20;20;Uncommon;;Caninos;Growlithe;ガーディ;Pokémon;Fire;58;Ken Sugimori;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1477609.jpg;ex6
21;21;Rare;;Arcanin;Arcanine;ウインディ;Pokémon;Fire;59;Ken Sugimori;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471912.jpg;ex6
22;22;Common;;Ponyta;Ponyta;ポニータ;Pokémon;Fire;77;Ken Sugimori;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471913.jpg;ex6
23;23;Rare Holo;;Galopa;Rapidash;ギャロップ;Pokémon;Fire;78;Ken Sugimori;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471914.jpg;ex6
24;24;Ultra;ex;Sulfura ex;Moltres ex;ファイヤーex;Pokémon;Fire;146;Ryo Ueda;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471976.jpg;ex6
25;25;Common;;Ptitard;Poliwag;ニョロモ;Pokémon;Water;60;Ken Sugimori;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471915.jpg;ex6
26;26;Rare;;Têtarte;Poliwhirl;ニョロゾ;Pokémon;Water;61;Ken Sugimori;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471916.jpg;ex6
27;27;Rare Holo;;Tartard;Poliwrath;ニョロボン;Pokémon;Water;62;Ken Sugimori;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471917.jpg;ex6
28;28;Common;;Otaria;Seel;パウワウ;Pokémon;Water;86;Toshinao Aoki;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471918.jpg;ex6
29;29;Rare Holo;;Lamantine;Dewgong;ジュゴン;Pokémon;Water;87;Toshinao Aoki;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471981.jpg;ex6
30;30;Uncommon;;Kokiyas;Shellder;シェルダー;Pokémon;Water;90;Aya Kusube;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471919.jpg;ex6
31;31;Rare Holo;;Crustabri;Cloyster;パルシェン;Pokémon;Water;91;Aya Kusube;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471983.jpg;ex6
32;32;Common;;Krabby;Krabby;クラブ;Pokémon;Water;98;Kouki Saitou;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471920.jpg;ex6
